"level" "reps" "arch" "demog_name" "demog_level_sub" "demog_level" "MIG_x" "MIG_y" "xcline" "ycline" "demog" "METAPOP_SIDE_x" "METAPOP_SIDE_y" "Nequal" "isVariableM" "MIG_breaks" "arch_level_sub" "arch_level" "MU_base" "MU_QTL_proportion" "SIGMA_QTN_1" "SIGMA_QTN_2" "SIGMA_K_1" "SIGMA_K_2" "N_traits" "ispleiotropy" "seed"
"highly-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1232920
"highly-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-equal_m_breaks" 9 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1232921
"highly-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-equal_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1232922
"highly-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-variable_m-variable" 9 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1232923
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-cline-center-to-edge_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232924
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232925
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-equal_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232927
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-cline-center-to-edge_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232929
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232930
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-equal_m_breaks" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232931
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-equal_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232932
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Clines_N-variable_m-variable" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232933
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232934
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232935
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-equal_m_breaks" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232936
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-equal_m-constant" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232937
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__SS-Mtn_N-variable_m-variable" 9 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1232938
"highly-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-cline-center-to-edge_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232939
"highly-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232940
"highly-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-equal_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232942
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-cline-center-to-edge_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232944
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232945
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-equal_m_breaks" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232946
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-equal_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232947
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Clines_N-variable_m-variable" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232948
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232949
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232950
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-equal_m_breaks" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232951
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-equal_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232952
"highly-polygenic_2-trait-pleiotropy-equal-S__SS-Mtn_N-variable_m-variable" 9 "highly-polygenic_2-trait-pleiotropy-equal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1232953
"highly-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-cline-center-to-edge_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232954
"highly-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232955
"highly-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-equal_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232957
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-cline-center-to-edge_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232959
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232960
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-equal_m_breaks" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232961
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-equal_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232962
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Clines_N-variable_m-variable" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232963
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232964
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-cline-N-to-S_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232965
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-equal_m_breaks" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232966
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-equal_m-constant" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232967
"highly-polygenic_2-trait-pleiotropy-unequal-S__SS-Mtn_N-variable_m-variable" 9 "highly-polygenic_2-trait-pleiotropy-unequal-S" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1232968
"mod-polygenic_1-trait__Est-Clines_N-cline-center-to-edge_m-constant" 9 "mod-polygenic_1-trait" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232969
"mod-polygenic_1-trait__Est-Clines_N-cline-N-to-S_m-constant" 9 "mod-polygenic_1-trait" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232970
"mod-polygenic_1-trait__Est-Clines_N-equal_m-constant" 9 "mod-polygenic_1-trait" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232972
"mod-polygenic_1-trait__SS-Clines_N-cline-center-to-edge_m-constant" 9 "mod-polygenic_1-trait" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232974
"mod-polygenic_1-trait__SS-Clines_N-cline-N-to-S_m-constant" 9 "mod-polygenic_1-trait" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232975
"mod-polygenic_1-trait__SS-Clines_N-equal_m_breaks" 9 "mod-polygenic_1-trait" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232976
"mod-polygenic_1-trait__SS-Clines_N-equal_m-constant" 9 "mod-polygenic_1-trait" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232977
"mod-polygenic_1-trait__SS-Clines_N-variable_m-variable" 9 "mod-polygenic_1-trait" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232978
"mod-polygenic_1-trait__SS-Mtn_N-cline-center-to-edge_m-constant" 9 "mod-polygenic_1-trait" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232979
"mod-polygenic_1-trait__SS-Mtn_N-cline-N-to-S_m-constant" 9 "mod-polygenic_1-trait" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232980
"mod-polygenic_1-trait__SS-Mtn_N-equal_m_breaks" 9 "mod-polygenic_1-trait" "SS-Mtn_N-equal_m_breaks" "N-equal_m_breaks" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 1 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232981
"mod-polygenic_1-trait__SS-Mtn_N-equal_m-constant" 9 "mod-polygenic_1-trait" "SS-Mtn_N-equal_m-constant" "N-equal_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 0 0 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232982
"mod-polygenic_1-trait__SS-Mtn_N-variable_m-variable" 9 "mod-polygenic_1-trait" "SS-Mtn_N-variable_m-variable" "N-variable_m-variable" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 3 1 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1232983
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-cline-center-to-edge_m-constant" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 4 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232984
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-cline-N-to-S_m-constant" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232985
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m-constant" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m-constant" "N-equal_m-constant" "Est-Clines" 0.49 0.01 "linear" "linear" "Estuary" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232987
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-cline-center-to-edge_m-constant" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232989
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-cline-N-to-S_m-constant" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232990
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-equal_m_breaks" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-equal_m_breaks" "N-equal_m_breaks" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232991
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-equal_m-constant" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-equal_m-constant" "N-equal_m-constant" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 0 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232992
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Clines_N-variable_m-variable" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Clines_N-variable_m-variable" "N-variable_m-variable" "SS-Clines" 0.01 0.01 "linear" "linear" "SS" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232993
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-cline-center-to-edge_m-constant" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-cline-center-to-edge_m-constant" "N-cline-center-to-edge_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 4 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232994
"mod-polygenic_2-trait-no-pleiotropy-equal-S__SS-Mtn_N-cline-N-to-S_m-constant" 9 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "SS-Mtn_N-cline-N-to-S_m-constant" "N-cline-N-to-S_m-constant" "SS-Mtn" 0.01 0.01 "V" "linear" "SS" 10 10 2 0 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1232995
